new_id,old_id,EGFR,CDH1,ESR1,GATA3,H3F3B,MKI67,ACTA2,VIM,CASP3,ERBB2,TP53,KRT19,PGR,MYC,FN1,KRT14,SNAI2,MS4A1,VWF,KRT5,CD44,PTPRC,CD68,CD3E,CA9,KRT8,KRT7,TWIST1,RPS6,MTOR
305,not_cohort,0.4349,-2.997685185,0.3586,0.3684,0.6931,-0.3761,3.5362,2.252366808,-0.5029,-0.2122,-0.3135,0.0173,-0.0773,1.1923,1.3654,0.4959,0.4078,-1.835,1.3575,1.5295,0.0169,0.2707,0.6526,-0.388,-0.6532,-0.3585,6.225536,0.6029,1.139,-1.5181
306,not_cohort,-0.4156,-0.358796296,0.1994,0.2623,-0.4601,0.7853,1.873,0.786670232,0.2203,-0.0648,0.7003,0.2528,-0.0691,-0.9349,0.9291,0.9669,0.4026,-1.67525,-0.5689,0.6157,0.1036,0.3088,1.6052,-0.6643,-0.1146,0.9465,1.48648,-0.106,-0.3015,-1.5299
307,not_cohort,-0.0775,-2.36712963,-0.8675,0.5165,-0.181,0.366,1.5274,2.376592204,0.1557,-1.269,-0.3059,-0.8977,-0.7831,0.3587,2.7865,0.2069,2.3853,-1.604,-0.0051,0.2505,-0.9743,-0.4468,-0.6001,-0.6701,-0.6778,-0.51,1.741616,1.0943,0.5951,-1.4326
308,not_cohort,-0.64,-1.507638889,1.0425,1.248,1.7449,0.7199,-1.179,0.908992832,-1.5489,0.096,0.9008,1.2386,-0.7601,0.4894,1.0024,0.4175,0.3127,2.2955,-0.7991,-1.0556,1.6688,-0.0694,0.6309,-0.6863,-0.8632,0.1439,-2.753456,0.9552,-0.2308,0.6863
309,not_cohort,0.2366,4.365046296,-0.4543,0.0231,-0.645,0.3226,3.0624,2.338264456,1.0684,-0.9513,-0.3362,0.1217,-0.713,0.7639,2.3621,0.7516,1.3842,-2.5835,1.1927,-0.8524,0.0973,-1.505,2.1499,-1.1034,2.8618,0.9474,-3.492752,1.1188,-0.3171,-1.9755
310,not_cohort,-0.5898,-2.619907407,0.7454,0.396,-0.5563,0.6333,0.5882,1.309667304,-0.7322,-0.0722,0.1912,0.8111,0.9834,-1.0636,1.2526,0.5188,0.8898,8.52225,-1.7256,0.3,0.1639,-0.2607,0.6817,-0.8053,-0.5079,-0.0387,1.238144,-0.6723,0.043,-0.4235
311,not_cohort,-0.0284,-2.678935185,0.5201,0.5142,-0.0209,-0.5774,2.0326,2.685388812,-0.13,-0.0803,0.5876,0.4798,1.3067,0.7841,0.8674,0.2008,0.0899,-1.3025,0.2597,0.7496,-0.2844,0.2965,0.8782,-0.6157,0.0997,0.3379,2.478192,-0.2216,0.6526,-1.8545
312,not_cohort,-0.6259,-0.336111111,0.9823,1.0188,-0.1546,1.2259,-1.322,-1.561923688,-0.7096,-1.042,0.821,0.2441,-0.7872,0.2795,-0.1191,-0.9728,-0.2211,0.92725,-1.4108,-1.007,0.5435,-0.5786,0.2454,-0.9,-0.6535,0.5056,-2.904688,-0.8765,-0.9021,-1.5002
313,not_cohort,0.3712,-0.804398148,0.4712,-0.3986,-0.9781,1.4314,2.3216,1.536643684,-0.0586,0.7409,0.6062,-3.6353,0.7195,1.0938,0.0869,-0.0077,1.3567,-0.37175,1.13,1.2948,-0.4122,2.0364,1.0793,0.7046,-0.3216,-0.7317,3.3184,1.0478,0.4321,0.7549
314,not_cohort,-0.217,-0.727314815,0.6607,0.6804,-1.0878,1.7712,-0.4524,-0.381374684,1.7102,-0.5523,-0.1092,-0.0149,-0.3865,-0.3008,0.178,-0.7345,-0.0194,1.976,-0.6075,-0.218,-0.8539,0.1774,1.1847,-0.3166,-0.0958,1.2238,0.48144,-0.068,-0.998,-0.3472
315,not_cohort,-0.3145,-1.835416667,0.4016,0.5191,0.4137,0.2262,0.4284,1.192781264,0.4887,0.1825,-0.1113,0.0986,-1.0962,-0.9471,1.9481,-1.0471,1.9327,-3.3655,-0.8108,-1.2582,-0.0357,1.6666,2.7993,2.2383,-0.7472,-0.8265,-3.241968,1.7741,-1.835,-1.0886
316,not_cohort,-0.7885,-1.342824074,0.4063,0.2493,-1.7347,0.1547,0.404,0.93644746,0.6759,0.7099,0.3937,-1.1382,-0.3994,0.8268,0.8591,-1.6168,-0.6195,-2.48125,0.1112,0.4524,-0.2723,1.1266,2.7674,0.6664,-0.5374,-0.8285,1.175312,-1.1932,-0.2411,-1.3257
317,not_cohort,-0.3044,1.569444444,0.0143,0.4063,-0.2201,-2.195,1.401,2.461946196,-0.0317,-0.7219,0.3985,-0.2436,0.7141,1.3737,-0.017,-0.0158,-0.3777,-0.1015,0.5527,0.5866,-0.5349,1.7883,1.6314,1.4745,-0.7551,-0.3193,1.061616,-0.2677,0.266,-0.099
318,not_cohort,-0.3489,0.880787037,0.2397,0.3326,0.2807,0.456,0.6002,1.24225396,-0.0511,0.0005,1.6612,0.9537,-0.4042,1.1425,1.3394,-1.5901,0.2096,0.161,0.9132,-0.4013,0.8851,0.0872,1.24,-0.7014,-0.4297,1.0456,-0.66776,0.2171,-0.4288,-1.4066
319,not_cohort,-0.6133,-1.11087963,0.8695,0.2993,-0.2448,0.4297,1.8106,0.63743666,-1.5969,-0.5195,-0.8242,-0.3204,1.4914,-0.0421,1.538,-1.6611,0.2229,0.3875,0.5987,-0.8967,-0.9852,-0.2505,1.039,-1.0956,-0.6093,-1.1405,-3.148128,-0.3702,-0.753,-0.3915
320,not_cohort,-0.1817,0.951388889,-0.0293,0.4106,0.2388,-0.1547,-0.4524,0.039143232,-1.0585,-0.6024,-0.0559,-0.3044,-0.7263,1.9111,-0.6774,-1.9362,-0.2097,3.9475,0.2154,0.4024,-0.203,1.2659,1.2964,1.1013,-1.0385,-0.6644,2.00872,-0.9639,0.6707,0.2204
321,not_cohort,2.1625,-2.84537037,-0.4138,-0.6509,1.4961,-0.3002,1.804,3.863491364,-1.964,-0.8252,-0.2677,0.258,-0.7705,1.8347,-1.3141,0.5434,1.9652,-0.3815,1.9273,2.2463,0.0579,-0.9222,0.1472,-0.746,-0.057,-1.2003,5.830864,1.7684,1.1158,-1.2532
322,not_cohort,0.7949,-1.854398148,0.115,0.6926,0.2394,-0.1878,1.6706,1.11993136,-0.3558,-0.1784,0.2414,-1.7899,-0.1427,0.4879,-0.4015,-0.4507,1.6207,0.125,0.7735,1.7676,-1.0647,0.1281,0.8912,-0.4015,-0.6144,-0.3481,5.38016,-0.1665,0.0544,0.1992
323,cohort,0.2727,-1.869598765,-0.0539,0.1751,-0.1422,-0.1809,2.2626,3.250519224,-0.5533,-0.2459,-0.3533,-0.2057,-0.3208,0.3359,1.7966,0.4697,1.0381,0.7275,1.5307,0.6621,-0.2452,0.1908,1.8678,-1.116,-0.6935,0.2844,2.758896,2.1386,-0.3284,-0.7961
324,not_cohort,0.6065,-5.613194444,0.3313,0.2018,0.9143,0.5378,0.1964,2.354302308,-1.3095,-0.0447,0.771,-0.1534,-0.5538,0.8736,-1.0024,0.3215,1.3241,1.60625,1.2882,0.1709,0.2185,0.5955,0.9673,0.2228,-0.4147,-1.5719,1.461728,1.0615,-0.1575,-0.5655
325,not_cohort,-0.6694,0.3,0.5617,0.3538,0.1431,0.9978,-2.0326,-3.252693848,0.5139,0.1237,1.0809,-0.0076,-0.8222,-0.4393,0.5663,-2.3306,-1.0723,-2.365,-1.6762,-1.0678,-1.6697,0.0152,1.0764,-0.5889,-0.7979,0.6313,-3.2572,-1.1378,-1.8963,-1.6961
326,not_cohort,-0.1753,-0.943287037,0.5624,0.8106,0.5033,0.2227,2.068,2.118627432,0.3198,-0.0747,-0.4015,0.6188,-0.7671,0.9107,1.792,-0.1771,0.4544,-1.288,-0.6199,1.9671,-0.2204,-0.8861,-0.0534,-0.8646,-0.4065,0.2159,5.797136,0.0217,0.1055,-0.2954
327,not_cohort,-0.2851,-0.81875,0.9973,-0.0438,-1.1124,0.359,-0.4536,2.085464416,-1.0653,-0.3091,0.1176,-0.363,1.3328,0.6632,-0.443,-0.4253,0.1487,0.05925,0.693,-0.789,0.2101,1.7976,1.5808,-0.3015,-0.7378,-0.1085,-1.607248,-0.2382,0.7344,-0.4967
328,not_cohort,0.0486,-4.238194444,-0.7274,0.4611,-1.0308,-0.0535,1.1082,2.875124756,-0.5003,0.1117,-1.0133,0.2173,-0.801,-1.1454,2.118,1.1279,1.2339,-0.46775,0.2016,-0.1032,-2.3514,-0.4009,0.5886,-0.7457,-0.8441,0.1748,0.403648,2.0496,0.0238,-1.0335
329,not_cohort,1.054,0.089583333,0.0959,0.0176,-1.2071,0.7336,1.1946,1.999838596,-0.0854,-0.9744,0.4199,-0.1619,1.6385,1.1721,2.3382,0.32,1.9288,-2.8015,-0.226,-0.0494,-0.0996,0.4599,1.6087,-0.8227,1.062,0.2724,0.124304,1.0698,-0.3613,0.5463
330,not_cohort,-0.8449,0.157638889,-0.191,0.4811,-2.1575,0.3627,-0.2766,-0.045123448,0.4848,-1.3008,0.6738,-0.6424,0.5724,1.5924,-0.5112,-1.9815,-0.4151,1.36475,-0.6442,-0.8798,-1.5505,1.3244,1.6734,0.0599,-0.3832,-0.5831,-1.813424,0.5927,-1.3483,-2.1351
331,not_cohort,0.5139,-2.477546296,0.6174,0.8345,-0.0151,0.1733,1.17,2.372242956,-1.8817,-1.0117,-0.3528,-0.1464,-0.9102,0.7436,-0.4568,-0.8795,0.9639,-0.34375,1.6022,0.9098,-1.2514,0.9145,0.7884,-0.1839,-0.8182,-0.7079,2.934608,2.3225,-0.0366,-2.3604
332,not_cohort,-0.137,-0.937731481,0.3435,0.3991,0.2094,-0.3671,1.6162,3.276342884,-0.2884,-0.488,1.6679,0.5882,1.9692,1.1068,-0.3009,0.4794,0.0517,2.922,0.3473,0.3198,0.7331,0.6402,-0.3652,0.8328,-0.4458,0.4271,0.874752,-0.1259,0.5761,0.4428
333,not_cohort,0.7517,-2.686805556,0.0817,-0.1298,0.5772,-0.3437,0.5062,2.762859792,-0.437,-0.8061,0.2414,-0.2969,-0.5264,0.4863,0.5115,0.5348,1.9261,3.6765,2.0227,0.6666,-0.4542,1.2776,0.5307,0.6034,-0.5479,-0.477,3.567552,1.6805,-0.4301,-0.4679
334,not_cohort,-0.6523,-2.437962963,1.05,0.7928,0.4535,1.0131,-0.9836,-0.5980216,-2.0827,0.0997,1.5796,-3.1588,1.2636,-0.6183,0.4132,-2.0527,-0.1352,0.2045,-2.2319,-0.7597,-0.1686,-0.4417,0.7414,-1.0747,-0.3428,-0.5218,-3.245504,-0.6071,0.3682,-0.1552
335,not_cohort,0.5277,-3.241666667,-0.018,-0.2777,0.1645,-0.6023,0.674,4.574049756,-0.764,-0.9472,0.808,-0.516,0.4777,1.1964,0.8388,-0.4457,1.7371,0.66425,1.7453,-0.5701,0.173,1.1317,3.0568,0.0429,-0.5548,-0.776,-2.289696,0.9166,0.5382,-0.8718
336,not_cohort,-0.8083,-0.196759259,0.5574,0.4847,0.3184,-0.4818,-1.2322,-0.105741092,0.37,-0.481,-1.1273,0.8417,-0.8242,-0.0897,-0.6308,0.7735,-0.7152,3.273,0.0198,-0.3372,0.0856,0.6701,1.5082,-0.0585,-0.5944,0.7252,-0.81192,-0.4397,0.2872,-0.9368
337,not_cohort,-0.2879,-1.046064815,0.1077,0.2546,-0.032,0.1624,2.4258,2.016691932,-0.0506,-0.2684,-1.0136,0.0072,1.2144,0.8709,1.6782,0.5382,0.3291,3.04325,0.534,0.1595,0.4192,1.2075,-0.2358,-0.0022,-0.6771,0.553,2.61936,0.8236,0.5251,-0.5823
338,not_cohort,-0.4806,-3.391898148,0.7603,0.7653,0.3896,-0.0903,-0.2584,1.635317248,0.266,-0.3158,-0.9948,0.1555,-0.7489,0.8051,-0.3441,-1.1449,0.3851,5.285,-0.5082,-0.7283,1.0925,2.1528,1.0998,0.9247,0.015,-0.533,-3.077136,-0.5277,1.0498,-0.2128
339,not_cohort,-0.7027,-1.905555556,1.0181,0.3898,-0.0869,0.4307,1.0412,-0.092965176,-0.535,-0.0878,0.2459,0.32,1.9696,0.0439,0.0455,0.2633,0.0904,-1.5225,-1.3659,-0.4808,-0.5115,0.6132,0.8793,-0.8112,-0.6598,-0.2379,-0.452336,-0.8944,0.1873,-0.2158
340,not_cohort,-0.4332,-1.790972222,0.5432,0.8801,-0.0466,0.372,0.8338,1.461890984,-0.6641,-0.3815,-0.1073,-1.0137,-0.0442,0.9013,-0.2761,-0.9662,-0.3969,0.21425,0.8672,0.9892,0.7884,1.5159,1.24,-0.5653,-0.0007,-1.5179,3.232176,-0.0619,0.5022,-1.9119
341,not_cohort,0.6587,-2.911574074,0.119,-0.0507,0.5561,-1.1069,2.7438,3.012397896,0.2185,-0.6935,-0.3692,-0.5195,-0.9834,1.482,-0.1108,0.823,0.756,-2.1765,2.1815,1.3774,-0.4371,0.8687,0.8811,0.1703,-0.9222,-0.2058,3.946992,2.4186,0.0122,-2.244
342,not_cohort,-1.06,-1.858564815,1.0212,1.0585,0.985,0.2326,2.2626,-3.810756732,-0.4723,-0.1234,0.1826,-3.461,1.3949,-1.1201,-0.9995,-1.7332,-0.8951,-2.1705,1.1194,-1.0999,-0.0953,-0.3667,-0.0445,-1.0373,-0.1772,-0.4353,-3.49112,-0.9364,-0.8211,-1.406
343,not_cohort,-1.0008,-1.184259259,0.4609,0.0747,-0.6322,0.7954,-0.5774,-2.506525988,0.1195,-0.2129,-1.3595,0.202,0.4586,1.2948,1.7627,-0.3189,-0.4028,3.04975,-0.9142,-0.1071,1.8072,0.6647,1.1837,0.0233,-0.827,0.5317,0.004624,0.187,-0.8204,-0.2533
344,not_cohort,-0.5095,-2.935416667,0.5495,-0.1296,1.7159,0.9333,0.649,1.223226,-0.3745,0.2874,-0.1262,0.4252,-0.3109,0.3458,-0.8124,0.9097,-0.3229,2.00025,0.7987,1.0921,-0.6008,0.4805,-0.6487,-0.1401,-0.4076,-0.1251,4.453456,0.112,0.679,-0.6858
345,not_cohort,-0.9497,0.966898148,0.6551,0.3177,-3.4248,0.6074,0.112,-3.549258196,0.7003,-0.7009,1.8683,0.1336,1.7406,0.4724,0.3386,-2.9119,-0.9057,-2.014,-1.2377,-1.0347,-1.0225,-0.748,0.1518,-1.1084,-0.2604,0.4629,-2.536128,-0.623,-0.2159,-1.8819
346,not_cohort,-0.6339,-1.383796296,0.4773,0.6553,-0.1209,0.616,-0.5892,0.835599272,-0.5753,0.1281,0.7056,0.7174,2.0634,-0.5318,-0.3117,-1.1403,-0.5835,-0.63725,-0.4303,-0.897,-0.206,0.5156,1.2844,-1.0667,-0.4259,-0.2356,-3.34968,-1.415,-0.3736,-0.6219
347,not_cohort,-0.9596,3.096759259,0.8025,0.4043,1.4418,0.4385,0.878,-0.231597456,0.606,-1.0692,-1.2309,-0.054,0.1956,-1.455,1.0414,-1.8214,-1.1581,-2.21875,-0.3737,-0.6221,-1.1202,-0.4388,-0.2101,-0.6148,-0.4864,0.6017,-3.085568,-0.3825,-2.8575,0.3915
348,not_cohort,-0.8532,1.773842593,0.5645,0.4781,-1.3962,0.696,-2.8018,-4.49331684,0.1375,-0.0917,-1.8013,0.5642,-0.3733,1.0994,-1.4009,0.4957,-1.7279,-1.46675,-2.2869,-0.988,-0.8848,-0.4083,-1.1823,-1.1258,-0.2788,1.212,-2.038096,-0.1456,1.3461,-1.0933
349,not_cohort,0.2168,-2.54375,0.6043,0.32,0.2251,0.0609,0.3366,3.434274952,-0.5196,-0.0169,0.44,0.2019,-0.5771,0.8137,-0.0172,0.1878,-0.0007,0.27375,1.6427,-1.0492,1.1022,-0.6928,-0.1967,-0.1144,-0.27,0.0153,-3.094,1.1037,0.128,-0.3601
350,not_cohort,-0.1261,-3.183333333,0.5208,0.5954,0.536,1.664,0.567,-1.631783484,0.7392,0.2629,-0.0476,0.85,-0.3849,1.0921,-0.5108,-0.2027,0.3754,-1.48825,0.6984,1.036,0.7058,-0.7404,-1.3392,-0.6359,-0.9461,1.0443,3.379328,2.4952,1.1291,0.1283
351,not_cohort,-0.329,-1.281944444,0.1173,0.1605,-0.0865,0.5511,2.0772,1.36185828,0.2259,0.0535,0.5951,0.4415,0.8529,-0.09,-0.3482,0.1296,0.6676,0.1915,-0.4137,0.5393,-0.1013,-0.0554,-0.0897,-0.3432,-0.212,0.4463,2.782288,-0.2532,0.0762,-0.4115
352,not_cohort,-0.1466,-0.143518519,0.6294,0.5263,0.4279,0.3356,2.068,1.285202784,0.3941,-0.1067,0.6475,0.258,0.1592,0.3495,0.7239,0.1675,0.3854,2.073,0.2044,0.2035,0.4773,0.5608,0.2224,-0.4449,0.0078,-0.1225,1.790032,0.324,-0.0151,0.5801
353,not_cohort,0.0428,-3.064351852,0.7584,-0.0662,0.6811,-0.273,0.9126,1.11993136,0.361,-0.2549,-0.4562,0.0961,-0.7871,-0.1267,0.307,0.0916,-0.0074,0.74875,0.5062,-1.0009,1.5631,-0.3281,-1.0496,0.1991,-0.1978,-0.969,-2.28752,0.346,0.9381,0.3009
354,not_cohort,0.4251,-2.125925926,0.0695,0.6531,0.3609,-0.2143,3.498,0.885343796,0.3254,-0.402,-0.6604,-0.4972,-0.0855,-1.0533,0.0746,0.2893,0.8595,-1.39375,0.4298,0.4295,-0.6102,-0.7528,-0.6312,-0.7496,-0.3801,-1.2635,2.992816,0.1393,0.7383,-0.7898
355,cohort,-0.1575,-4.467849794,0.6429,0.7359,-0.1289,-0.7385,3.0046,1.4678712,0.8366,-0.0354,-0.9736,-0.209,0.5712,-0.2552,-0.8192,0.0773,0.027,-1.2955,-0.7812,0.8622,-0.7526,-0.9904,-0.5343,-1.0752,-0.2759,-0.7189,4.997184,0.1197,1.3251,-0.7003
356,not_cohort,-1.0018,2.102546296,0.8321,-0.5092,0.8518,0.5634,-1.522,0.340600484,-0.4148,0.0793,-1.0128,0.1106,-0.1218,-1.2655,0.2423,-1.1376,0.2663,0.96675,-1.8283,-0.7348,-0.7303,0.7623,-0.0064,-0.2966,-0.3599,0.6229,-2.50512,0.1025,0.312,-1.1726
357,not_cohort,-0.1081,-3.292824074,0.0489,0.129,-0.1458,0.2097,0.263,-0.333261128,1.3376,-0.4179,-0.467,0.0622,0.6824,-0.6119,-0.5974,0.6976,-0.1569,-0.8625,0.4621,-0.3251,-1.716,-0.291,-0.0823,-0.0722,-0.7092,-0.6112,2.12296,-0.3675,0.6423,-1.8331
358,not_cohort,0.4177,-2.643518519,-0.1045,-0.2221,0.0288,-0.9979,1.6048,2.572580192,0.252,-0.8565,-0.5683,0.0427,0.5976,0.7159,0.2806,0.5478,1.7895,0.17825,0.0637,1.2713,-0.5219,0.3322,0.4658,0.2219,-0.2868,0.1273,4.922656,1.6052,2.1822,-1.614
359,not_cohort,-0.1424,1.784259259,0.7176,0.2805,0.3152,-0.0725,1.9694,1.050343392,-0.1397,-0.9816,-1.8635,-0.174,-0.6217,-0.8183,1.0403,-0.9962,0.0751,0.61325,-0.6554,-0.7675,-1.2688,0.6322,0.9455,0.1221,0.908,-0.4151,0.153408,0.141,0.1049,-1.3867
360,not_cohort,-0.8517,-0.440740741,0.8394,-0.1872,0.8143,0.7961,0.2548,1.629065204,1.1291,-0.3974,0.0349,0.3316,1.2706,1.5118,-0.7257,-2.9495,0.3249,0.47875,-1.2862,-0.9524,-0.2648,-0.6192,-0.8506,-0.9706,-0.1868,-0.8048,-2.88592,-0.3889,1.9296,-0.6119
361,not_cohort,0.3136,-2.714583333,0.2608,0.1048,-0.5085,-1.0581,3.028,1.509189056,-0.0043,-0.3107,-0.4698,-0.2701,1.1949,-0.0047,-0.5062,-0.1148,0.6912,-1.48025,0.9079,0.9282,-0.6476,-0.6704,-1.0526,-0.7492,-0.4523,-0.4033,3.111136,1.1569,1.1084,-0.1516
362,not_cohort,-0.6205,-0.825925926,1.1229,0.9926,-0.2694,1.3033,-1.2322,-0.493639648,-0.8823,-0.0963,-0.9354,-0.3219,-0.5315,-0.7897,-0.6491,-0.2627,-0.3189,-0.409,0.283,-0.5448,1.7812,-0.2555,-0.8967,-1.3172,-0.4376,-0.0133,-0.713728,-1.0415,1.3068,-0.0933
363,not_cohort,-0.7842,1.816203704,1.0659,0.1911,-0.0111,0.5169,-0.8312,-1.643472088,0.3557,0.232,-1.5595,0.7131,1.0685,0.4255,-0.5711,-3.1256,-1.4169,1.4725,-1.8299,-0.889,1.4955,-0.3041,0.1193,-1.3985,-0.5544,-0.0731,-2.555984,-0.7991,1.0117,-2.0462
364,not_cohort,-0.8194,1.299537037,0.1469,0.5415,2.3989,0.2589,2.255,2.27248208,-0.4951,-0.7628,0.204,0.1554,-0.1687,0.8079,1.3922,-2.1172,0.6002,0.828,-0.671,-0.5714,-1.1354,-0.4317,0.5665,-0.8835,-0.4228,1.479,-1.112208,1.9003,1.054,-0.9706
365,not_cohort,1.2092,2.645601852,0.0799,-0.2551,1.954,0.1741,0.8338,2.071601188,0.1304,-0.8001,1.6541,-0.9755,-1.0346,-0.4931,-0.7003,-0.7036,0.819,2.22325,-1.5519,-0.7801,-1.2635,-0.5686,-0.807,-1.0927,1.2332,-1.5851,-1.878704,0.7352,1.6012,0.9529
366,not_cohort,-0.165,-1.393981481,0.081,0.6453,0.211,0.3718,1.9618,3.364143328,0.5914,0.0724,-0.1168,0.3949,-1.0151,-1.8061,2.2798,-0.5252,1.6813,-4.117,-0.585,0.0506,0.7138,-0.5789,-0.2585,-1.4128,0.3936,0.4413,1.8564,0.209,-0.2494,-0.6799
367,not_cohort,-0.7291,3.854166667,0.2057,-0.0336,1.2169,0.3327,-0.7122,2.257803368,1.7319,-1.8281,0.1805,-0.8145,-0.7628,0.8498,0.074,0.4271,0.8554,2.17925,-1.2955,-0.9591,-0.5214,1.6507,1.7431,0.3761,-0.0646,-0.8224,-2.873408,-0.1225,1.219,-0.3827
368,not_cohort,-0.6592,2.075,0.7249,0.9729,0.9232,-0.0507,0.726,-0.193541536,0.5284,-0.0643,-1.351,0.8158,-0.7028,-1.3228,0.4455,0.6554,-0.1952,-2.7245,-0.4615,-1.2552,-0.8079,-0.9537,-0.572,-1.3982,0.452,-0.0922,-2.646016,-0.3817,-0.1161,0.6298
369,not_cohort,-0.8009,-2.108333333,0.1649,-0.006,-0.683,-0.1031,1.5274,2.621237404,-0.3683,-0.8198,-0.4668,0.3804,0.4275,-0.297,0.9437,0.4243,0.2761,-2.7955,-0.7455,-1.0494,-0.4967,1.189,0.989,-0.5267,-0.6891,0.9184,-3.57952,0.4678,0.2008,-1.3287
370,not_cohort,-0.3634,-1.847685185,0.2787,0.7853,1.1127,0.0369,1.7964,2.68158322,0.4654,0.166,0.5244,0.4803,0.7858,0.5984,0.3052,-1.2911,0.8356,-0.9135,-0.2322,-0.217,0.1324,-0.0194,0.1392,-0.4119,-0.6964,-0.2682,0.153136,0.0683,0.5442,-0.6758
371,not_cohort,-0.0381,-1.631712963,0.058,0.5684,-0.5723,0.4528,0.649,2.372242956,0.8472,0.0391,0.4235,0.7964,0.9054,0.2892,-0.2082,0.3799,0.1247,-3.19975,-0.0637,-0.1944,-0.5592,-0.2461,-0.8621,-0.6191,-0.8232,-0.0312,-0.17408,-0.4049,0.6261,0.6263
372,not_cohort,-0.6054,0.147916667,0.2586,1.2505,-0.2329,0.3272,0.404,0.465641364,-0.0475,-0.4199,0.2301,0.195,1.3928,-0.2961,-0.5821,0.8156,-0.6156,-1.552,0.057,-0.8633,-1.6501,-1.0034,-1.244,-0.4087,-0.7177,0.1461,-2.88728,-0.7726,2.3708,0.4595
373,not_cohort,0.706,-2.067361111,0.4887,0.9537,0.5737,0.3461,2.3216,3.201046528,-1.2063,-0.3285,-0.0786,-0.2984,2.1114,0.3076,-1.6245,-0.4078,0.6723,-2.54225,1.9104,1.3934,-0.1353,-0.4251,-0.4402,-0.5238,-0.4516,-0.779,4.30576,0.503,0.8637,0.28
374,not_cohort,-0.3816,0.199074074,0.2526,0.0973,0.5453,0.1394,1.4688,0.835599272,1.1231,-0.2118,-1.1391,0.5454,-0.1534,0.0516,0.2915,-0.1492,0.6779,-1.67175,-0.362,-0.4064,-0.8412,0.9761,0.6282,0.0171,-0.1648,0.9499,-0.560592,-0.1317,-0.8269,-0.76
375,cohort,-0.685,0.290380658,1.1616,-0.1127,0.2379,1.1424,3.2678,-2.338808112,-0.1213,-0.4205,-0.3858,0.9306,-0.75,0.8412,-0.7163,-0.2459,-1.3622,1.26125,-0.5647,-0.8368,0.8281,0.831,0.4597,0.0358,-0.1114,1.4025,-0.972944,-0.6814,-1.2407,-0.304
376,not_cohort,-0.5036,-0.944444444,-0.2159,0.3671,-0.5947,1.2748,2.9482,2.095522052,1.3767,0.3474,0.6331,-0.6761,-0.7173,-1.7108,1.2075,0.2737,1.059,-2.84025,-1.2459,-0.764,0.1566,-0.4276,-0.6011,-0.1879,0.424,0.2272,-1.520208,3.5591,0.2876,-0.8527
377,not_cohort,0.8626,-2.088657407,-0.1067,-0.1809,1.3127,0.7636,2.5822,2.071601188,-1.3764,0.3035,1.2316,0.1185,0.6343,1.7369,-0.8341,0.6569,1.4208,-0.62625,0.3194,1.9587,0.0075,-0.3952,-1.1952,-0.1503,-0.2841,-0.3243,4.958016,0.1977,1.9747,0.409
378,not_cohort,-0.4657,0.533333333,0.7513,0.8246,-0.246,0.6125,-0.0282,-0.02174624,-0.9703,0.5405,-0.0851,0.7661,1.2894,0.342,-0.9938,0.2357,-0.6422,0.88975,-0.9051,-0.1615,1.0574,-0.793,-0.7697,-0.7897,1.1627,0.5361,1.224544,-0.732,1.9532,1.6006
379,not_cohort,-0.7698,-1.563194444,0.8878,0.6761,-0.9538,0.4803,0.739,2.016691932,0.2487,0.1519,-0.0691,0.3314,0.2988,-1.4013,1.4236,-0.2991,0.702,2.43,-0.6265,-0.7167,-0.3324,0.0681,0.1908,-1.5474,-0.4252,-0.5294,-1.022176,-0.0392,0.0126,0.2353
380,not_cohort,-0.2161,-2.259259259,0.802,0.4404,-0.1457,-0.9787,1.6086,3.836580392,-0.8311,-0.3582,-0.1079,-0.1743,-0.0497,0.3822,0.5974,-1.5308,1.8259,-1.551,0.9489,-0.5553,-0.2732,-0.241,0.0085,-0.6031,-0.479,-0.9846,-0.61608,1.1266,0.5877,-1.0921
381,not_cohort,-0.385,-1.899305556,0.2162,0.7843,0.0659,0.2052,1.3892,1.388769252,-0.415,0.5625,-0.3707,0.8949,-0.8689,-0.27,-0.2718,0.6903,0.1573,-0.77775,0.6537,0.4167,-0.5127,0.3598,-0.3421,-0.4087,-0.374,0.5413,2.03184,-0.0919,0.5915,0.1438
382,not_cohort,-0.349,-0.666898148,0.3555,0.5517,-1.4016,0.0006,-1.1558,0.688268496,0.6667,-0.5529,0.366,0.1902,1.2512,-0.3657,-0.677,-1.4759,-0.5291,-1.775,0.4898,-0.0523,-0.4621,-0.3188,0.5729,0.5109,-0.5471,0.3739,0.320416,0.2134,0.8159,0.8373
383,not_cohort,-0.7245,0.161111111,0.8994,0.6307,0.6082,-0.2206,-1.1118,1.672557684,-0.5567,-0.6541,0.3872,0.4193,1.2496,-0.4295,0.0813,0.2813,0.4053,-0.17425,0.3495,-0.5123,-0.2903,-0.1014,0.1319,-0.6715,-0.6072,0.3536,-0.833952,-0.7148,0.7821,-0.245
384,not_cohort,-0.8644,-1.78287037,1.0301,0.6214,-0.8876,1.4884,1.122,2.679952252,-1.3772,-0.4183,0.2471,-0.1409,1.1525,1.6255,-0.184,-2.117,0.0238,-2.59775,-0.5955,-1.0403,-0.3487,-0.1594,-0.0806,-0.3678,-0.1693,-1.2151,-3.460112,-0.6028,1.3509,0.3519
