index,clinical,EGFR,CDH1,ESR1,GATA3,H3F3B,MKI67,ACTA2,VIM,CASP3,ERBB2,TP53,KRT19,PGR,MYC,FN1,KRT14,SNAI2,MS4A1,VWF,KRT5,CD44,PTPRC,CD68,CD3E,CA9,KRT8,KRT7,RPS6
TCGA-A2-A4S3,not_cohort,-0.9623,0.2237,0.5977,0.1475,2.3064,1.0931,-0.5188,-0.8606,-0.6253,-0.4732,-0.1045,1.1113,0.5331,-0.4767,0.5809,-0.2118,-1.2871,0.0435,-0.3479,0.684,-1.6526,0.319,0.3516,0.7062,-0.9269,0.5799,-0.4145,-1.0907
TCGA-A7-A0CD,not_cohort,-0.9078,0.6046,0.8751,0.9744,-0.2509,-0.2005,-1.0574,-1.166,-1.6473,0.6118,-0.5265,0.0871,1.3254,0.9946,-0.2726,-0.658,-0.6021,-1.0747,0.5287,0.4275,1.5084,-1.0457,-1.5629,-1.2665,-0.9737,0.9073,-0.8417,0.2315
TCGA-A7-A0CG,not_cohort,0.8447,-0.0941,0.856,0.0063,-1.2434,-0.051,0.6932,0.5309,1.1696,-0.2805,-0.0353,-1.6862,-0.054,-0.8586,0.1161,0.7704,0.6936,1.2513,1.1185,0.4356,0.6342,1.2227,0.2023,1.1862,-0.83,-0.5992,0.6567,0.9448
TCGA-A7-A0CJ,not_cohort,-1.1306,0.3256,0.8482,0.729,0.8045,-0.816,-0.6064,-1.3397,0.0465,-0.7849,0.2477,-0.0344,1.387,0.6971,-0.2143,0.1005,-1.239,-1.0755,-0.8357,0.2187,-0.4295,-0.7019,0.0145,-0.3568,1.3354,0.7958,0.0785,-1.3234
TCGA-A7-A0D9,not_cohort,0.0129,1.4678,0.4409,0.7987,-1.5361,-0.9416,0.4224,-0.4215,0.8499,-0.4059,-0.9308,0.5785,-0.355,0.3996,0.6082,-0.0129,-0.1082,-0.6348,0.1197,-0.3193,-0.9639,-0.9319,-1.1202,-0.8721,-0.4993,1.7743,0.8246,-1.62
TCGA-A7-A0DB,not_cohort,0.0186,0.2997,0.8883,0.4083,-1.2965,-0.5307,0.4086,0.6483,0.2778,0.0422,0.4124,0.6921,1.1637,-0.9933,0.3359,0.5016,0.1189,-0.5446,0.6826,0.8841,-0.4105,-0.2877,1.8734,-0.4241,-1.0234,-0.9155,0.5313,0.5676
TCGA-A7-A13D,cohort,0.236233333,0.2929,-1.8858,-1.223,1.3353,1.411,0.7475,1.48,1.0076,0.2626,-1.9918,0.9744,-0.6323,0.8825,1.5763,1.1612,-0.3304,-0.8647,0.6193,1.7737,-0.0881,-1.6388,-0.3746,-2.3461,1.6157,0.0188,0.9,-1.0285
TCGA-A7-A13E,not_cohort,1.5907,-0.3819,-1.2712,-3.8102,-0.2192,0.284,-0.5178,0.7862,0.769,0.0542,0.326,-0.3082,-1.433,1.6259,0.1319,2.0748,-0.5451,-1.1172,-1.6287,1.168,-0.5316,-0.7109,-0.655,-1.2002,1.7484,-0.5148,1.4517,1.2529
TCGA-A7-A13F,not_cohort,-0.3347,1.1999,0.3279,0.4697,-1.6333,1.0421,-0.3554,-0.5317,-0.3757,0.3302,0.5258,0.4534,0.9231,0.2826,0.047,0.0785,-0.2691,-1.3226,0.0732,0.3409,1.0827,-0.7187,0.0556,-1.1338,0.0557,1.321,-0.0567,-0.7906
TCGA-A7-A13G,not_cohort,-0.5599,0.248,1.1733,0.3445,-0.9719,-0.7202,-0.8907,-1.5868,-0.5254,0.04,-0.1558,-3.6277,0.7006,-2.4329,-0.2307,0.0723,-0.4584,-1.3453,-0.1911,0.3678,1.1059,-0.9271,-1.3552,-2.3386,-1.2584,-0.5549,-0.0225,-0.2234
TCGA-A7-A13H,cohort,0.047466667,-1.6821,0.5499,0.5501,-0.5735,-1.1869,0.3427,0.7392,-0.4674,0.4071,0.0262,0.6269,0.5684,0.058,-0.3985,1.1,0.387,-0.01835,0.5044,0.5989,-0.3694,0.7038,1.8885,0.7254,-0.6422,-0.533,0.9169,-0.409
TCGA-A7-A26E,not_cohort,0.4273,-0.1652,0.9094,0.394,0.0834,-0.0679,0.1928,-0.4673,0.7568,0.0185,0.0444,0.1002,0.5191,-1.1324,0.6752,0.2372,0.5065,-0.9985,0.2999,-0.5791,0.0784,0.2768,-0.3973,-0.6168,-1.1515,-0.319,0.081,-0.501
TCGA-A7-A26J,not_cohort,0.3332,0.2271,0.373,0.371,-0.0909,0.9017,0.3246,-0.661,0.2048,0.0704,0.8,0.5221,0.9025,0.2758,0.6207,0.4196,0.3065,-0.7434,-0.9731,-1.053,-1.6842,0.4038,0.19,-0.6273,-0.9339,0.0164,0.4316,-1.2557
TCGA-A7-A3IY,not_cohort,-0.9508,0.1119,0.6473,0.4475,0.4536,-0.7664,0.8464,1.1224,-0.3028,-1.2807,0.3087,-0.5727,1.0712,0.0026,0.3224,1.2994,-0.2421,-1.3713,0.541,-0.0786,0.2634,0.3532,0.8202,-0.5517,0.5049,-0.0301,0.8572,0.7846
TCGA-A7-A3IZ,not_cohort,-1.1898,-2.3765,1.2186,1.3904,-0.8196,0.7481,-1.5036,-1.4611,-1.1844,0.2288,-0.5664,-0.579,-1.1597,0.9878,-0.8335,-1.4481,-1.4092,-1.5369,0.4146,-0.4288,1.4193,-0.4996,-0.5199,-1.5707,-1.1261,-0.848,-1.5678,0.2076
TCGA-A7-A3J0,not_cohort,1.247,0.6054,0.9115,0.457,-0.2665,-0.1454,-1.0458,-0.8672,-1.3363,-1.1517,0.5089,-0.5191,1.7862,0.6624,-0.8283,0.1549,-1.1382,0.4961,-1.0532,-1.1008,0.8438,-0.0244,-0.6544,0.1241,1.1003,-0.1312,0.4997,0.0959
TCGA-A7-A3J1,not_cohort,0.6311,-2.432,0.5625,0.8462,-1.104,-0.6075,-0.6479,-0.0033,-0.0296,0.3899,0.4005,0.5226,-0.6132,-0.1779,-0.5162,0.1622,-0.0229,1.4611,1.4394,0.4556,-0.601,1.1489,0.4208,1.1296,-0.6315,-0.1224,0.1592,-0.7562
TCGA-A7-A3RF,not_cohort,-1.9024,0.2734,0.8157,1.202,-1.296,-1.0471,-0.6116,-0.8269,-1.8189,-2.3267,0.306,0.7064,-0.9533,1.1592,-0.4694,-1.88,-1.1881,-1.5355,0.8201,-0.3723,-1.6091,-1.7467,-1.4105,-1.7542,1.7473,0.2678,-2.0348,0.3967
TCGA-A7-A425,cohort,-0.028283333,-1.2866,0.4736,0.4566,0.1448,-0.3369,0.6282,0.4464,-1.2842,-0.1978,0.0044,0.131,0.6806,0.1427,-0.4932,1.1262,-0.1398,-0.2585,1.5419,0.1084,-1.0794,-0.3783,0.3526,-0.2019,-0.7373,0.3757,0.8867,-0.053
TCGA-A7-A426,not_cohort,0.2625,-0.9803,0.211,0.5517,0.5066,-1.0246,0.831,0.9023,-1.3231,-0.363,0.3863,-0.022,1.0069,0.5616,-1.2352,1.0377,1.3294,0.8022,1.3832,0.5892,-0.762,-0.3071,-0.8769,0.3844,-0.8137,-0.011,0.9196,0.582
TCGA-A7-A4SA,not_cohort,0.3785,-1.5902,0.3111,0.3796,0.8208,0.1682,0.1161,0.1796,-1.0293,0.3603,-0.02,1.1211,-0.4358,0.0036,-0.2805,0.3316,0.5472,0.79,0.5658,-0.3127,-0.9992,1.031,0.3706,1.1632,-1.0494,1.1351,0.3826,-1.14
TCGA-A7-A4SB,not_cohort,-0.4267,-1.2114,0.277,0.6319,-0.5383,-0.5115,-0.26,-0.3911,-0.8658,0.5183,-0.9855,1.4974,0.0465,-0.5715,-1.4382,0.4633,-0.1812,-1.0491,0.2208,0.8992,0.7238,-1.2349,-1.7177,-0.8044,-1.2584,0.8457,0.4621,-1.2365
TCGA-A7-A4SC,cohort,0.115016667,-1.854,0.7384,0.1045,-1.8601,-1.1912,-0.1305,-0.1253,-0.5125,0.9437,-0.0044,0.5174,-0.6403,0.6872,-0.1388,0.7049,0.6421,0.22185,1.7263,0.189,-0.178,0.2729,-0.6737,0.2426,-1.2584,-1.9129,0.6708,-0.6914
TCGA-A7-A56D,not_cohort,-0.9883,-0.1945,0.2565,0.5746,0.018,-0.331,1.8684,1.1451,-1.5737,-0.1965,-1.4457,1.2147,-0.184,-2.2715,0.2697,-0.2562,-0.4764,-1.0502,-0.9987,1.2849,-1.6157,-2.4789,0.9788,-0.5713,2.3182,2.1879,-0.5251,0.9096
TCGA-A7-A5ZW,cohort,-0.0526,-0.1228,0.2908,0.1514,0.0977,-2.0993,0.9377,1.0607,0.5691,0.0787,0.3935,0.4535,1.1164,0.623,0.2404,1.0787,1.875,-0.07515,-0.5926,0.4768,0.9589,0.2465,-0.1539,0.2007,-0.7984,0.1815,0.5854,0.9503
TCGA-A7-A5ZX,not_cohort,0.3098,-0.5371,0.0748,0.2938,0.5323,-3.088,1.1763,0.4319,-0.6785,0.522,-0.4389,0.519,0.6573,0.1187,-0.2152,1.4422,2.2924,-0.5283,-0.3826,0.5428,-0.255,-0.7714,-0.9397,-0.6581,-0.5212,0.0283,1.1389,0.9351
TCGA-A7-A6VX,not_cohort,-0.3472,0.4935,0.6428,0.5752,-1.3164,0.187,0.1661,-0.1865,-0.2212,-0.2672,-0.7315,-0.3127,-0.9369,-1.1503,1.3615,-0.316,0.5314,-0.6794,-0.336,-1.3182,0.3533,-0.5865,-0.1205,-0.8298,0.517,-0.5006,-0.5453,0.2085
TCGA-A8-A06N,not_cohort,-3.2518,0.8346,1.1636,1.1507,1.592,-0.8636,-2.3015,-3.3189,-1.5162,0.3034,-1.1457,1.2787,-1.5326,-0.7466,-2.4375,-2.3628,-3.1661,-1.503,-1.0363,-4.2551,1.4885,-1.3176,-1.3045,-1.5618,-1.2584,-0.8035,-2.6034,-1.1517
TCGA-A8-A06O,not_cohort,-0.3423,0.3917,0.8842,-0.0398,0.2898,1.1567,-0.6707,-0.6085,0.1199,0.0496,-0.0816,0.6696,1.059,1.0948,-0.2629,-1.3271,-0.764,0.1311,0.5612,-0.5248,-0.237,0.1254,0.6428,0.0075,-1.2584,-0.4708,-1.3358,-0.9502
TCGA-A8-A06P,not_cohort,0.2067,0.4782,0.3049,0.3133,-0.4982,-0.9599,1.0746,0.7925,-0.434,-0.1738,0.8863,0.8719,1.3199,-0.5616,1.3674,-1.123,0.2009,0.0009,0.6847,1.1886,0.8122,-0.0059,0.5864,-0.5264,-1.2584,1.9122,-1.3232,-0.0367
TCGA-A8-A06Q,not_cohort,-1.0869,0.4619,0.4898,-0.1355,-0.946,0.3451,-2.1064,-2.8469,-0.0109,-0.2589,0.5139,-0.2411,0.9234,-0.7775,-2.0272,-2.4463,-3.1256,0.2584,-1.7567,0.0367,0.2803,-0.6275,-0.4127,-1.0898,-1.2584,-0.8169,-2.5046,0.5556
TCGA-A8-A06Y,not_cohort,-0.7334,1.1165,1.0928,0.8345,-0.8778,-1.042,-0.9775,-1.7215,-0.9668,0.1246,1.0014,-0.1532,-0.5958,0.8123,-0.4218,-0.354,-1.6819,-1.7264,0.2014,-0.8764,1.513,-2.2914,-2.2002,-2.5392,0.4662,-0.7108,-0.5373,0.1179
TCGA-A8-A06Z,not_cohort,-1.6623,0.8569,0.7491,0.0788,0.0499,0.4779,-1.7211,-1.6473,-2.093,0.2742,-3.0247,1.159,0.6522,-1.0017,-1.1847,-1.5012,-1.2672,-1.6094,0.2098,-0.6868,0.3859,-0.9839,-0.2911,-2.057,-1.2584,-0.4523,-1.8555,-1.0407
TCGA-A8-A079,not_cohort,-1.1209,-0.2329,1.0384,0.9137,0.1564,1.7843,-0.8388,-1.0381,0.2772,-0.5161,-0.2747,0.7296,0.7484,0.4815,-0.1551,-0.3646,-1.6707,0.2814,-0.5547,-0.0313,-0.1897,-0.3818,0.5501,-0.4193,-0.5714,0.4824,-0.4668,-0.2088
TCGA-A8-A07E,not_cohort,1.0811,0.128,0.6841,-0.0522,-0.7659,1.2845,0.2239,1.1841,0.1423,-0.7076,0.209,-0.6942,-0.2412,-0.3621,0.4525,0.9976,1.3528,0.1592,2.0704,0.291,-0.4002,0.4316,0.0771,0.5836,-0.6332,-0.8672,0.7427,-0.1836
TCGA-A8-A07F,not_cohort,0.2184,-2.1185,0.4595,0.3454,-1.3947,0.5508,-0.5103,-0.7506,0.9393,-0.3667,0.965,0.0883,2.2045,-0.0014,0.2215,-0.1017,0.0628,-0.4504,-0.0251,0.3317,-0.9993,0.4887,-0.0701,-0.0443,-0.6503,-0.4664,-0.1581,-0.8379
TCGA-A8-A07G,not_cohort,0.3115,0.4127,0.9516,0.2691,-0.6607,-0.7102,1.1848,0.3234,-0.6687,0.461,-1.4919,-3.328,0.4413,-1.4272,1.539,0.5537,0.7161,0.8703,0.1173,0.3537,0.7479,0.0949,0.1437,0.1863,0.8827,0.17,0.417,-0.991
TCGA-A8-A07J,not_cohort,0.0242,0.0604,0.1524,0.4078,-0.9607,-0.8387,0.5709,1.2184,-0.5711,-0.0251,0.3038,-0.1614,0.6368,-1.8117,0.942,-0.9367,0.2466,-0.2768,1.3191,0.2635,0.1903,0.6993,2.3111,-0.0933,-1.2584,-1.242,-0.9929,-0.7524
TCGA-A8-A07L,not_cohort,-0.117,0.4281,1.2346,0.6479,0.208,0.9955,-0.0104,-0.667,1.5442,-0.1752,1.0277,1.1267,0.2118,-0.1593,0.369,-0.6355,0.1328,-0.858,-0.6367,-2.7537,-1.7855,-0.8707,-0.5709,-1.0453,-1.2584,3.0345,-0.8164,-1.3601
TCGA-A8-A07S,not_cohort,-0.8773,0.2869,0.8455,0.7799,0.2229,0.4648,-0.1658,-0.5974,-0.0365,-0.104,0.4859,0.0032,0.17,-0.8069,0.1017,-0.3625,-0.4906,-1.1256,0.0713,0.1122,0.7964,-0.6357,0.2221,-1.2071,0.7815,0.0485,-0.3745,-0.1849
TCGA-A8-A07U,not_cohort,1.597,0.8184,-0.9713,-0.8655,-0.9563,1.4369,-1.0472,-0.2501,-0.3283,-0.2105,-0.6658,-0.5474,-0.8595,0.6915,0.1509,-0.4841,-0.1287,1.4719,0.9412,0.0826,0.5283,1.2716,1.4747,1.4609,0.4464,-2.1208,0.5527,-0.6029
TCGA-A8-A07W,not_cohort,-0.7434,1.2047,1.0495,0.119,1.2059,0.9715,0.1024,-0.1271,-0.6539,-0.2268,0.1221,0.3764,0.8385,-0.9888,1.7002,-1.3197,-1.4197,-1.2352,-0.5412,0.5358,-1.5053,0.0797,0.7593,-0.3411,-0.1172,0.8721,-1.6131,-1.9626
TCGA-A8-A07Z,not_cohort,-1.5762,1.2131,0.7061,1.0248,0.6349,0.0904,-1.0169,-0.6517,-0.5186,-0.0849,0.1925,0.5234,0.9719,-1.3006,-0.7444,-0.0877,-1.132,-0.3743,0.1072,-0.7325,-0.209,-0.6833,-0.0657,-0.1991,-0.5403,1.106,-0.169,-0.7938
TCGA-A8-A081,not_cohort,-0.305,0.7936,0.8672,0.1136,0.2232,1.3331,-1.7129,-1.6838,0.1738,0.602,0.2221,-0.1165,-1.476,-2.5428,-0.659,-0.6861,-1.8047,0.8694,-0.4441,-1.6704,-0.2726,1.0623,0.3895,0.7497,0.7122,0.3397,-0.6609,-2.3255
TCGA-A8-A082,not_cohort,-0.6147,0.9273,0.4611,0.6859,-0.4039,1.0824,-0.8656,0.4205,-0.5754,-0.4513,0.1801,0.7744,0.8109,-0.132,0.6563,-2.4463,0.1271,-1.9118,-0.1829,0.138,2.5114,-0.0854,0.5577,-1.8845,0.562,1.2196,-2.6034,-0.7308
TCGA-A8-A083,not_cohort,-2.5727,0.5506,1.1849,1.2014,0.0682,-2.1405,-1.4757,-2.1331,-1.3184,0.1887,0.3267,0.0003,0.6115,-1.7073,-1.7018,-1.7448,-2.0224,-1.3575,-0.4669,-2.1616,-1.5463,-1.432,-1.3686,-0.973,-1.0685,0.3073,-1.8469,-0.1866
TCGA-A8-A084,not_cohort,-0.4747,0.491,0.6699,0.3866,-0.8502,0.4717,0.0218,-0.8425,0.0066,-0.3322,-2.6006,0.0458,-1.2259,-2.782,0.8928,-0.0438,-0.0177,-1.7369,-0.922,0.6204,0.1668,-1.1593,-0.2687,-1.5054,0.8836,0.5657,-0.1859,-1.2585
TCGA-A8-A085,not_cohort,-0.6696,1.1093,0.7833,0.6399,0.997,0.7701,0.1342,-0.4431,-0.395,0.0863,-0.3427,0.6631,-1.3938,0.6569,0.5689,-2.4463,0.3727,-1.5498,0.5453,-0.1319,1.42,-2.1631,-1.2855,-3.4117,-0.8898,-0.4375,-2.1667,0.1374
TCGA-A8-A086,not_cohort,-0.0049,0.1087,0.7452,0.3402,0.3843,0.2997,0.5799,0.3323,-0.888,-0.6046,0.17,1.0779,1.6018,0.6732,1.1325,0.4423,0.6472,-1.2415,0.0942,-1.1081,1.2843,-0.3437,-0.1485,-1.2588,0.5493,0.6868,0.3666,0.2545
TCGA-A8-A08A,not_cohort,-0.6367,0.052,0.8434,0.6487,-0.4999,-0.5697,-0.9996,-0.2482,-0.8101,0.1116,0.855,0.4808,0.913,-0.4855,0.5317,-1.6724,0.0513,-1.5186,0.0736,0.6707,0.6302,-0.1152,0.3621,-0.0242,-0.8469,-0.2983,-1.748,0.1864
TCGA-A8-A08F,not_cohort,-0.3507,0.909,0.764,0.2049,1.102,1.1873,-0.1409,0.2292,-1.8339,-0.2121,-0.4764,0.0962,-0.1496,0.0743,1.0806,-2.4463,0.5647,-0.2945,0.2339,-1.333,-0.0087,0.8315,1.5389,0.4824,-0.9792,-0.3364,-2.0435,-2.1444
TCGA-A8-A08I,not_cohort,-0.1472,0.9699,1.1143,0.009,-1.9292,0.7783,-2.2869,-0.4342,-0.7218,-0.8677,0.0697,-0.6219,1.054,-0.9374,-1.2435,-0.4963,-1.9652,0.5674,-0.9701,-1.8367,1.2652,1.8364,2.5352,1.271,1.7692,-1.3882,-0.6349,-1.3101
TCGA-A8-A08J,not_cohort,-0.5582,0.7124,-0.043,0.5651,0.896,0.2208,0.2106,-0.0497,1.256,2.5993,-0.4425,0.5057,0.0961,-1.7427,0.9415,0.0177,0.1804,-0.527,0.1202,-1.4292,-0.7941,0.0063,0.6405,-0.4209,-0.7711,1.8581,-0.1456,-1.2212
TCGA-A8-A08L,not_cohort,1.3728,1.2235,-0.1915,-0.2394,1.2481,1.0929,-1.4031,-0.3602,-0.2316,0.306,-1.9867,-0.7192,-1.7428,-2.181,0.0289,-2.1761,-0.0442,0.5736,0.6597,-0.8712,-0.2128,0.776,0.5301,0.743,0.5429,0.0345,-1.2297,-0.6519
TCGA-A8-A08O,cohort,0.0772,0.3726,0.2685,0.5964,-1.7357,0.4143,0.6977,-0.4337,0.4385,0.2866,-0.2744,0.8481,0.8703,0.211,0.9164,0.7577,0.8926,0.16475,-0.1331,0.0585,-0.1782,-0.6515,-1.3049,-1.0623,-0.8904,0.2631,0.6115,-0.8286
TCGA-A8-A08Z,not_cohort,0.1009,-0.55,0.2342,0.3106,-0.7338,-0.1076,1.2256,0.8298,0.4502,-0.2381,0.2328,0.0023,1.1395,0.085,1.545,-1.0894,0.5114,-0.6556,0.1299,-0.8731,0.3623,0.9358,1.4293,-0.1334,1.2495,-0.0278,-0.7088,-0.2623
TCGA-A8-A091,not_cohort,-0.1723,0.3742,0.7978,1.0575,-0.8594,0.0474,-1.076,-0.8191,-0.2438,-0.0036,-0.4247,-0.3967,-1.1006,-1.0256,-0.0907,-0.316,-0.3406,0.4215,1.0152,-2.3857,0.4331,0.1393,-0.1077,-0.2004,-1.2584,-1.1262,-0.3554,-0.5503
TCGA-A8-A092,not_cohort,-0.8685,0.5426,0.146,0.2865,-0.4434,1.4205,-0.2063,-0.88,-0.0965,0.3826,0.7282,0.9687,0.9705,1.1072,0.1371,0.0529,-0.3121,-0.7055,-0.4422,0.5719,-0.7482,0.0749,0.8254,-0.498,-0.6358,0.7284,-0.0334,-0.321
TCGA-A8-A093,not_cohort,-0.0439,0.3236,0.9156,0.6908,-0.6523,-0.1417,0.0303,-0.2174,-0.6026,0.2714,-0.4498,1.1428,1.1502,-0.4041,0.6567,-0.2997,0.6089,-1.7604,0.2517,-0.7697,1.0804,-1.4621,-0.305,-2.0693,-0.4465,0.1254,-0.3944,0.6378
TCGA-A8-A094,not_cohort,-0.5864,0.5445,-0.4103,-1.0076,-1.6642,1.1271,-0.5669,-0.4195,1.375,-0.5097,-2.5405,-0.2854,-0.2635,-2.6038,0.3743,0.3519,0.1293,0.5085,-0.2829,0.761,1.0448,1.2196,1.3073,0.6957,0.2271,0.5464,0.282,-1.6017
TCGA-A8-A095,not_cohort,-0.2004,0.3139,0.7106,0.4667,-1.3014,0.9553,-0.2556,-0.2021,0.9206,-0.4694,1.059,-0.31,1.0665,-0.9126,0.2611,0.1145,0.2404,0.3495,0.5361,0.2408,-0.4845,-0.1214,-0.4504,-0.2663,-0.3567,-0.4689,0.004,-0.1533
TCGA-A8-A096,not_cohort,-0.3923,-0.3305,0.7071,0.4362,-0.4498,0.6485,0.5022,0.6568,-0.5011,-0.2716,0.6048,0.5054,-0.1832,-0.0677,1.1744,-2.1573,0.3798,-0.6696,0.0815,-0.2584,0.2969,1.1799,1.3246,0.7486,-0.8854,0.0222,-0.8071,0.046
TCGA-A8-A09A,not_cohort,0.6778,1.2134,0.5544,0.3501,0.9579,0.0232,0.629,-0.0964,0.7158,0.7946,-0.5119,1.0661,-0.0801,-0.6059,1.1425,0.5062,0.8806,0.1995,0.5769,0.3187,-0.8207,0.4935,-0.1382,0.4406,-1.0888,1.4849,0.6709,-1.0814
TCGA-A8-A09B,not_cohort,-0.3203,0.4854,0.9258,0.471,-0.4287,-0.2476,-0.5753,-0.6314,-1.5409,0.1718,0.7147,0.2141,1.6885,0.0482,0.1934,-0.1636,-0.2909,-0.4064,0.4529,-1.0506,0.7929,-0.6323,0.5383,-0.4611,-0.2317,0.9306,-0.359,-1.0694
TCGA-A8-A09C,not_cohort,-0.6386,0.9017,0.9083,0.5124,-0.8094,0.2712,-0.378,-0.7392,-0.1228,-0.4388,1.1594,0.2059,1.2861,0.9444,0.328,-0.6536,-0.1625,-0.5956,-0.2869,-0.6007,-1.1383,-0.5101,-1.012,-0.8689,-0.5055,0.1822,-0.7754,0.4413
TCGA-A8-A09D,not_cohort,0.5151,1.0447,0.0113,0.2907,1.5653,0.5074,0.4451,1.0197,0.6255,-0.539,0.9217,0.44,-0.6312,-0.3953,1.1046,-1.409,0.4043,-0.7351,1.2797,-0.4607,-0.8091,0.4048,1.4391,0.1845,-0.51,0.6188,-1.6604,-0.3722
TCGA-A8-A09K,not_cohort,-1.0535,0.4194,1.1329,1.2318,2.695,0.0538,-3.0253,-1.8161,0.8964,-0.025,-0.2016,0.1672,-0.1754,0.4071,-2.0447,-0.9493,-1.7283,0.7098,-1.0721,-2.8738,1.9922,0.6947,-0.6262,0.7185,-1.0987,-0.7939,-0.9686,-1.2897
TCGA-A8-A09M,not_cohort,-1.7723,0.1627,0.7763,0.1145,1.8312,0.1817,-1.2782,-0.8947,0.5452,-0.0572,-0.2748,0.1309,0.4602,-0.003,-0.2258,-1.9848,-0.8073,0.2223,-0.6046,-1.6143,-0.816,0.4467,0.7046,0.5207,-1.2584,-0.0402,-1.7914,-0.9743
TCGA-A8-A09Q,not_cohort,-0.3091,-0.1724,0.9283,0.2799,-0.9536,0.6518,-0.6516,-0.3882,-0.7197,-0.6733,-1.635,0.3736,1.086,1.0801,0.9469,-1.3249,-0.4137,1.2273,0.0695,-0.2236,1.3698,1.4229,1.4147,0.6014,-1.1299,-0.0603,-1.3387,0.9493
TCGA-A8-A09R,not_cohort,-0.2529,0.8186,0.3701,0.6004,-0.2626,0.3106,-0.1321,0.0821,-0.0175,0.4214,-0.3684,0.3113,-0.5295,-1.3624,1.4856,-0.4207,0.3634,-0.4592,-0.2846,0.3978,0.8177,0.5794,0.6693,-0.0045,0.0472,0.2844,-0.3783,-2.13
TCGA-A8-A09T,not_cohort,-0.9896,-2.5108,0.549,0.078,0.6873,-0.3379,-0.2742,-0.1436,-0.2148,-0.242,0.4777,0.6936,1.4845,-1.4947,0.8873,-0.0307,-0.3124,-1.9118,-1.1345,0.8436,-0.0473,-0.3511,-0.216,-1.5666,0.1619,1.3975,-0.464,-0.3857
TCGA-A8-A09V,not_cohort,-0.2017,-1.8459,0.5038,0.4769,-0.7431,0.2339,-0.4596,-0.8044,-0.7788,-0.2261,0.3844,-0.6172,1.4063,-0.9914,0.656,-0.4589,0.1806,-1.3377,-0.8942,-0.0251,1.0511,-0.4753,-1.1479,-1.6312,-0.9854,-1.0416,-0.7211,-0.3323
TCGA-A8-A09W,not_cohort,-0.8059,-3.3769,0.5789,0.0471,0.9273,2.1118,-0.5097,-0.6553,1.9117,-0.0906,1.4537,0.6263,-1.0713,-0.8798,0.0995,-2.2002,-0.1061,-0.6465,0.3095,0.7571,-1.6812,0.102,0.4733,-0.2207,-1.2584,1.5894,-2.6034,-0.6106
TCGA-A8-A09Z,not_cohort,-0.2748,-0.4943,0.5249,0.8362,-0.4189,-0.1255,-2.3139,-1.0566,-0.5307,0.2975,0.6135,0.2666,-2.1091,0.4426,-1.1872,-2.1522,-1.897,-0.8393,0.3089,-2.3501,1.2943,0.5285,1.7178,0.5543,-1.2584,1.6521,-2.4796,0.0948
TCGA-A8-A0A1,not_cohort,0.0288,-2.6396,0.9119,0.6415,-1.1721,0.1672,-0.1945,0.6733,-0.4755,-0.2729,0.0374,0.1617,0.4155,-1.1986,0.7201,-0.7804,-0.2424,-0.4791,0.6137,-0.2302,0.5921,1.0514,1.6999,0.7915,-0.2445,0.5907,-0.8669,-0.7409
TCGA-A8-A0A2,not_cohort,-0.3754,0.0857,0.9348,0.6881,-0.6663,-0.6196,-0.3282,-0.6477,-0.4558,-0.064,-0.9011,0.3752,1.0334,0.2122,0.2775,0.0011,-0.037,0.2942,-0.0144,-0.8366,0.5309,0.3393,-0.2681,0.2136,-1.0162,0.0291,-0.1206,-0.2319
TCGA-A8-A0A4,not_cohort,1.4225,-0.7797,0.4654,0.3989,-0.9576,0.5525,1.7605,0.5617,-0.8023,0.1508,-0.4289,0.6163,0.7408,-0.7366,-1.0404,1.2927,-0.6144,-1.2935,1.1854,0.545,0.0681,-0.4843,-1.0813,-0.3796,-1.0876,-0.0337,1.0527,0.1263
TCGA-A8-A0A6,not_cohort,0.5283,-0.459,0.1867,0.2846,-0.5813,-1.1437,0.5538,0.0031,1.0776,0.3286,-0.5651,-0.3722,0.2324,-1.5635,-0.0721,0.7827,0.1256,1.3367,0.6691,0.5055,0.6985,1.3929,0.5996,0.9949,-0.9295,0.0328,0.8336,-0.1943
TCGA-A8-A0A9,not_cohort,-0.462,-2.292,0.8756,0.6771,-0.2091,0.3726,-0.0473,-0.1737,-0.472,0.2251,0.6513,0.6213,0.9283,0.3799,0.6696,-2.4463,-0.4511,-0.8378,-1.7759,0.7919,-0.2739,-0.1204,0.5299,0.0287,-0.649,0.754,-2.1138,-0.2492
TCGA-A8-A0AD,not_cohort,-0.7186,-0.0794,0.9462,0.0035,0.6765,-0.855,-0.3123,0.4651,-0.1761,0.354,-0.795,-0.6958,1.146,-1.3341,1.0093,-1.7681,0.5388,-0.972,-0.4548,0.4729,0.1331,0.5801,0.6075,-1.3597,-1.0807,-0.9622,-1.6298,-0.6361
TCGA-AC-A2B8,not_cohort,0.4036,-0.2216,0.2245,0.1974,-0.2269,-0.3768,0.0372,0.5331,0.0873,-0.2647,0.3537,-0.6384,1.3727,0.1312,0.9124,-0.144,0.0725,-0.0749,1.5193,0.323,0.5637,0.795,0.6082,0.3762,0.2745,-0.0849,-0.2426,-0.2797
